A,B,C,D,E,F,most important category,model,survey,id
No,Yes,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,76
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,77
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,78
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,79
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,80
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,81
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,82
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,83
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,84
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,85
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,86
No,Yes,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,87
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,88
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,89
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,90
No,No,Yes,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,91
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,92
No,Yes,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,93
No,Yes,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,94
No,No,Yes,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,95
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,96
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,97
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,98
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,overreporting,99
No,Yes,No,No,Yes,Yes,F,gemini-1.5-flash-002,overreporting,100
